Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2015-07-10,53.22,53.22,53.22,53.22,0.02,53.22,100.0,9804.0
2015-07-13,52.86,52.86,52.86,52.86,0.36,52.86,0.0,9704.0
2015-07-14,53.37,53.37,53.37,53.37,0.51,53.37,225.0,9704.0
2015-07-15,52.39,52.39,52.39,52.39,0.98,52.39,0.0,9479.0
2015-07-16,52.1,52.1,52.1,52.1,0.29,52.1,75.0,9479.0
2015-07-17,52.08,52.08,52.08,52.08,0.02,52.08,52.0,9554.0
2015-07-20,51.74,51.74,51.74,51.74,0.34,51.74,0.0,9502.0
2015-07-21,51.9,51.9,51.9,51.9,0.16,51.9,50.0,9502.0
2015-07-22,51.29,51.29,51.29,51.29,0.61,51.29,0.0,9477.0
2015-07-23,51.06,51.06,51.06,51.06,0.23,51.06,0.0,9477.0
2015-07-24,50.97,50.97,50.97,50.97,0.09,50.97,0.0,9477.0
2015-07-27,50.8,50.8,50.8,50.8,0.17,50.8,0.0,9477.0
2015-07-28,50.91,50.91,50.91,50.91,0.11,50.91,16.0,9477.0
2015-07-29,51.02,51.02,51.02,51.02,0.11,51.02,20.0,9493.0
2015-07-30,50.99,50.99,50.99,50.99,0.03,50.99,0.0,9493.0
2015-07-31,47.26,47.26,47.26,47.26,1.39,47.26,645.0,8703.0
2015-08-03,45.3,45.3,45.3,45.3,1.96,45.3,150.0,8167.0
2015-08-04,45.84,45.84,45.84,45.84,0.54,45.84,0.0,8017.0
2015-08-05,45.31,45.31,45.31,45.31,0.53,45.31,0.0,8017.0
2015-08-06,44.9,44.9,44.9,44.9,0.41,44.9,136.0,8017.0
2015-08-07,44.28,44.28,44.28,44.28,0.62,44.28,185.0,8016.0
2015-08-10,45.18,45.18,45.18,45.18,0.9,45.18,122.0,7831.0
2015-08-11,43.87,43.87,43.87,43.87,1.31,43.87,0.0,7831.0
2015-08-12,43.99,43.99,43.99,43.99,0.12,43.99,157.0,7831.0
2015-08-13,43.34,43.34,43.34,43.34,0.65,43.34,0.0,7831.0
2015-08-14,43.45,43.45,43.45,43.45,0.11,43.45,0.0,7831.0
2015-08-17,43.1,43.1,43.1,43.1,0.35,43.1,0.0,7831.0
2015-08-18,43.44,43.44,43.44,43.44,0.34,43.44,0.0,7831.0
2015-08-19,42.65,42.65,42.65,42.65,0.79,42.65,12.0,7831.0
2015-08-20,42.68,42.68,42.68,42.68,0.03,42.68,13.0,7829.0
2015-08-21,42.39,42.39,42.39,42.39,0.29,42.39,0.0,7829.0
2015-08-24,41.76,41.76,41.76,41.76,0.63,41.76,0.0,7829.0
2015-08-25,42.02,42.02,42.02,42.02,0.26,42.02,30.0,7829.0
2015-08-26,41.88,41.88,41.88,41.88,0.14,41.88,0.0,7829.0
2015-08-27,42.45,42.45,42.45,42.45,0.57,42.45,34.0,7829.0
2015-08-28,42.7,42.7,42.7,42.7,0.25,42.7,0.0,7829.0
2015-08-31,49.41,49.41,49.41,49.41,3.97,49.41,753.0,8439.0
2015-09-01,45.58,45.58,45.58,45.58,3.83,45.58,907.0,8306.0
2015-09-02,46.38,46.38,46.38,46.38,0.8,46.38,448.0,9034.0
2015-09-03,46.83,46.83,46.83,46.83,0.45,46.83,20.0,9367.0
2015-09-04,46.23,46.23,46.23,46.23,0.6,46.23,160.0,9387.0
2015-09-08,46.16,46.16,46.16,46.16,0.07,46.16,2.0,9372.0
2015-09-09,44.8,44.8,44.8,44.8,1.36,44.8,0.0,9372.0
2015-09-10,46.02,46.02,46.02,46.02,1.22,46.02,381.0,9372.0
2015-09-11,45.17,45.17,45.17,45.17,0.85,45.17,0.0,9372.0
2015-09-14,44.75,44.75,44.75,44.75,0.42,44.75,228.0,9372.0
2015-09-15,45.08,45.08,45.08,45.08,0.33,45.08,0.0,9372.0
2015-09-16,46.4,46.4,46.4,46.4,1.32,46.4,69.0,9372.0
2015-09-17,46.27,46.27,46.27,46.27,0.13,46.27,0.0,9372.0
2015-09-18,45.33,45.33,45.33,45.33,0.94,45.33,30.0,9372.0
2015-09-21,46.07,46.07,46.07,46.07,0.74,46.07,0.0,9342.0
2015-09-22,45.86,45.86,45.86,45.86,0.21,45.86,150.0,9342.0
2015-09-23,45.32,45.32,45.32,45.32,0.54,45.32,0.0,9342.0
2015-09-24,45.43,45.43,45.43,45.43,0.11,45.43,0.0,9342.0
2015-09-25,45.58,45.58,45.58,45.58,0.15,45.58,60.0,9342.0
2015-09-28,45.4,45.4,45.4,45.4,0.18,45.4,0.0,9342.0
2015-09-29,45.47,45.47,45.47,45.47,0.07,45.47,6.0,9342.0
2015-09-30,45.26,45.26,45.26,45.26,0.12,45.26,875.0,10006.0
2015-10-01,44.91,44.91,44.91,44.91,0.35,44.91,213.0,9131.0
2015-10-02,45.67,45.67,45.67,45.67,0.76,45.67,163.0,9083.0
2015-10-05,46.34,46.34,46.34,46.34,0.67,46.34,0.0,8920.0
2015-10-06,48.3,48.3,48.3,48.3,1.96,48.3,88.0,8920.0
2015-10-07,47.74,47.74,47.74,47.74,0.56,47.74,100.0,8854.0
2015-10-08,48.99,48.99,48.99,48.99,1.25,48.99,10.0,8754.0
2015-10-09,49.11,49.11,49.11,49.11,0.12,49.11,10.0,8764.0
2015-10-12,47.39,47.39,47.39,47.39,1.72,47.39,0.0,8754.0
2015-10-13,47.1,47.1,47.1,47.1,0.29,47.1,42.0,8754.0
2015-10-14,47.1,47.1,47.1,47.1,,47.1,10.0,8762.0
2015-10-15,46.95,46.95,46.95,46.95,0.15,46.95,22.0,8772.0
2015-10-16,47.38,47.38,47.38,47.38,0.43,47.38,10.0,8752.0
2015-10-19,46.73,46.73,46.73,46.73,0.65,46.73,0.0,8762.0
2015-10-20,46.72,46.72,46.72,46.72,0.01,46.72,0.0,8762.0
2015-10-21,46.32,46.32,46.32,46.32,0.4,46.32,0.0,8762.0
2015-10-22,46.38,46.38,46.38,46.38,0.06,46.38,0.0,8762.0
2015-10-23,46.16,46.16,46.16,46.16,0.22,46.16,63.0,8762.0
2015-10-26,46.02,46.02,46.02,46.02,0.14,46.02,0.0,8699.0
2015-10-27,45.88,45.88,45.88,45.88,0.14,45.88,0.0,8699.0
2015-10-28,46.25,46.25,46.25,46.25,0.37,46.25,54.0,8699.0
2015-10-29,46.27,46.27,46.27,46.27,0.02,46.27,9.0,8645.0
2015-10-30,46.81,46.81,46.81,46.81,0.54,46.81,1318.0,8643.0
2015-11-02,46.37,46.37,46.37,46.37,0.44,46.37,450.0,8238.0
2015-11-03,48.04,48.04,48.04,48.04,1.67,48.04,0.0,8082.0
2015-11-04,46.61,46.61,46.61,46.61,1.43,46.61,152.0,8082.0
2015-11-05,45.7,45.7,45.7,45.7,0.91,45.7,12.0,8082.0
2015-11-06,45.01,45.01,45.01,45.01,0.69,45.01,77.0,8082.0
2015-11-09,44.71,44.71,44.71,44.71,0.3,44.71,20.0,8082.0
2015-11-10,44.94,44.94,44.94,44.94,0.23,44.94,920.0,8082.0
2015-11-11,44.12,44.12,44.12,44.12,0.82,44.12,32.0,7802.0
2015-11-12,43.41,43.41,43.41,43.41,0.71,43.41,20.0,7802.0
2015-11-13,42.85,42.85,42.85,42.85,0.56,42.85,0.0,7782.0
2015-11-16,43.3,43.3,43.3,43.3,0.45,43.3,206.0,7782.0
2015-11-17,42.82,42.82,42.82,42.82,0.48,42.82,16.0,7782.0
2015-11-18,42.89,42.89,42.89,42.89,0.07,42.89,0.0,7782.0
2015-11-19,42.81,42.81,42.81,42.81,0.08,42.81,0.0,7782.0
2015-11-20,42.85,42.85,42.85,42.85,0.04,42.85,0.0,7782.0
2015-11-23,42.81,42.81,42.81,42.81,0.04,42.81,40.0,7782.0
2015-11-24,43.03,43.03,43.03,43.03,0.22,43.03,56.0,7782.0
2015-11-25,43.06,43.06,43.06,43.06,0.03,43.06,0.0,7782.0
2015-11-27,42.93,42.93,42.93,42.93,0.13,42.93,0.0,7782.0
2015-11-30,42.07,42.07,42.07,42.07,0.07,42.07,245.0,12444.0
2015-12-01,42.26,42.26,42.26,42.26,0.19,42.26,70.0,12317.0
2015-12-02,40.49,40.49,40.49,40.49,1.77,40.49,210.0,12347.0
2015-12-03,41.52,41.52,41.52,41.52,1.03,41.52,274.0,12137.0
2015-12-04,40.56,40.56,40.56,40.56,0.96,40.56,253.0,11873.0
2015-12-07,38.73,38.73,38.73,38.73,1.83,38.73,151.0,11620.0
2015-12-08,38.58,38.58,38.58,38.58,0.15,38.58,47.0,11491.0
2015-12-09,38.34,38.34,38.34,38.34,0.24,38.34,88.0,11474.0
2015-12-10,38.1,38.1,38.1,38.1,0.24,38.1,125.0,11562.0
2015-12-11,37.36,37.36,37.36,37.36,0.74,37.36,0.0,11447.0
2015-12-14,37.66,37.66,37.66,37.66,0.3,37.66,0.0,11447.0
2015-12-15,38.19,38.19,38.19,38.19,0.53,38.19,188.0,11447.0
2015-12-16,37.3,37.3,37.3,37.3,0.89,37.3,200.0,11259.0
2015-12-17,37.07,37.07,37.07,37.07,0.23,37.07,0.0,11059.0
2015-12-18,36.98,36.98,36.98,36.98,0.09,36.98,0.0,11059.0
2015-12-21,36.9,36.9,36.9,36.9,0.08,36.9,19.0,11059.0
2015-12-22,37.01,37.01,37.01,37.01,0.11,37.01,0.0,11040.0
2015-12-23,37.38,37.38,37.38,37.38,0.37,37.38,100.0,11040.0
2015-12-24,37.51,37.51,37.51,37.51,0.13,37.51,0.0,10940.0
2015-12-28,37.28,37.28,37.28,37.28,0.23,37.28,372.0,10940.0
2015-12-29,37.42,37.42,37.42,37.42,0.14,37.42,0.0,10568.0
2015-12-30,37.31,37.31,37.31,37.31,0.11,37.31,0.0,10568.0
2015-12-31,37.46,37.46,37.46,37.46,0.48,37.46,356.0,7109.0
2016-01-04,37.2,37.2,37.2,37.2,0.26,37.2,324.0,6868.0
2016-01-05,36.46,36.46,36.46,36.46,0.74,36.46,372.0,6746.0
2016-01-06,34.68,34.68,34.68,34.68,1.78,34.68,139.0,6746.0
2016-01-07,34.08,34.08,34.08,34.08,0.6,34.08,0.0,6716.0
2016-01-08,33.97,33.97,33.97,33.97,0.11,33.97,0.0,6716.0
2016-01-11,32.67,32.67,32.67,32.67,1.3,32.67,76.0,6716.0
2016-01-12,31.99,31.99,31.99,31.99,0.68,31.99,0.0,6716.0
2016-01-13,31.95,31.95,31.95,31.95,0.04,31.95,308.0,6716.0
2016-01-14,32.37,32.37,32.37,32.37,0.42,32.37,17.0,6566.0
2016-01-15,31.46,31.46,31.46,31.46,0.91,31.46,137.0,6566.0
2016-01-19,31.05,31.05,31.05,31.05,0.41,31.05,69.0,6566.0
2016-01-20,30.5,30.5,30.5,30.5,0.55,30.5,12.0,6566.0
2016-01-21,30.94,30.94,30.94,30.94,0.44,30.94,62.0,6566.0
2016-01-22,31.78,31.78,31.78,31.78,0.84,31.78,231.0,6566.0
2016-01-25,31.29,31.29,31.29,31.29,0.49,31.29,100.0,6541.0
2016-01-26,31.52,31.52,31.52,31.52,0.23,31.52,60.0,6541.0
2016-01-27,31.66,31.66,31.66,31.66,0.14,31.66,62.0,6506.0
2016-01-28,31.75,31.75,31.75,31.75,0.09,31.75,7.0,6506.0
2016-01-29,34.04,34.04,34.04,34.04,0.45,34.04,391.0,7999.0
2016-02-01,32.06,32.06,32.06,32.06,1.98,32.06,1080.0,7877.0
2016-02-02,30.4,30.4,30.4,30.4,1.66,30.4,180.0,7992.0
2016-02-03,32.52,32.52,32.52,32.52,2.12,32.52,112.0,7992.0
2016-02-04,32.07,32.07,32.07,32.07,0.45,32.07,0.0,7992.0
2016-02-05,31.44,31.44,31.44,31.44,0.63,31.44,20.0,7992.0
2016-02-08,30.57,30.57,30.57,30.57,0.87,30.57,337.0,8003.0
2016-02-09,29.31,29.31,29.31,29.31,1.26,29.31,192.0,8020.0
2016-02-10,29.1,29.1,29.1,29.1,0.21,29.1,35.0,8033.0
2016-02-11,28.45,28.45,28.45,28.45,0.65,28.45,28.0,8068.0
2016-02-12,30.19,30.19,30.19,30.19,1.74,30.19,91.0,8040.0
2016-02-16,29.86,29.86,29.86,29.86,0.33,29.86,44.0,8020.0
2016-02-17,30.69,30.69,30.69,30.69,0.83,30.69,9.0,8020.0
2016-02-18,30.69,30.69,30.69,30.69,,30.69,0.0,8028.0
2016-02-19,30.28,30.28,30.28,30.28,0.41,30.28,19.0,8028.0
2016-02-22,30.78,30.78,30.78,30.78,0.5,30.78,20.0,8020.0
2016-02-23,30.4,30.4,30.4,30.4,0.38,30.4,0.0,8020.0
2016-02-24,30.46,30.46,30.46,30.46,0.06,30.46,0.0,8020.0
2016-02-25,30.6,30.6,30.6,30.6,0.14,30.6,29.0,8020.0
2016-02-26,30.57,30.57,30.57,30.57,0.03,30.57,0.0,8020.0
2016-02-29,34.33,34.33,34.33,34.33,0.98,34.33,932.0,9142.0
2016-03-01,34.96,34.96,34.96,34.96,0.63,34.96,695.0,9058.0
2016-03-02,35.17,35.17,35.17,35.17,0.21,35.17,89.0,8784.0
2016-03-03,35.13,35.13,35.13,35.13,0.04,35.13,0.0,8784.0
2016-03-04,36.31,36.31,36.31,36.31,1.18,36.31,274.0,8784.0
2016-03-07,37.96,37.96,37.96,37.96,1.65,37.96,40.0,8674.0
2016-03-08,36.88,36.88,36.88,36.88,1.08,36.88,6.0,8699.0
2016-03-09,38.14,38.14,38.14,38.14,1.26,38.14,404.0,8693.0
2016-03-10,37.76,37.76,37.76,37.76,0.38,37.76,40.0,9077.0
2016-03-11,38.19,38.19,38.19,38.19,0.43,38.19,62.0,9107.0
2016-03-14,37.43,37.43,37.43,37.43,0.76,37.43,0.0,9169.0
2016-03-15,37.0,37.0,37.0,37.0,0.43,37.0,13.0,9169.0
2016-03-16,38.0,38.0,38.0,38.0,1.0,38.0,196.0,9156.0
2016-03-17,38.76,38.76,38.76,38.76,0.76,38.76,118.0,9352.0
2016-03-18,38.53,38.53,38.53,38.53,0.23,38.53,10.0,9470.0
2016-03-21,38.67,38.67,38.67,38.67,0.14,38.67,0.0,9460.0
2016-03-22,38.65,38.65,38.65,38.65,0.02,38.65,136.0,9460.0
2016-03-23,38.2,38.2,38.2,38.2,0.45,38.2,56.0,9476.0
2016-03-24,38.12,38.12,38.12,38.12,0.08,38.12,0.0,9464.0
2016-03-28,38.11,38.11,38.11,38.11,0.01,38.11,70.0,9464.0
2016-03-29,37.96,37.96,37.96,37.96,0.15,37.96,0.0,9534.0
2016-03-30,37.96,37.96,37.96,37.96,,37.96,0.0,9534.0
2016-03-31,37.96,37.96,37.96,37.96,,37.96,0.0,9534.0
2016-04-01,37.26,37.26,37.26,37.26,1.55,37.26,1360.0,10148.0
2016-04-04,36.2,36.2,36.2,36.2,1.06,36.2,60.0,10342.0
2016-04-05,36.33,36.33,36.33,36.33,0.13,36.33,62.0,10342.0
2016-04-06,37.93,37.93,37.93,37.93,1.6,37.93,193.0,10342.0
2016-04-07,37.53,37.53,37.53,37.53,0.4,37.53,134.0,10485.0
2016-04-08,39.42,39.42,39.42,39.42,1.89,39.42,37.0,10542.0
2016-04-11,39.92,39.92,39.92,39.92,0.5,39.92,250.0,10569.0
2016-04-12,41.1,41.1,41.1,41.1,1.18,41.1,90.0,10419.0
2016-04-13,40.82,40.82,40.82,40.82,0.28,40.82,0.0,10419.0
2016-04-14,40.65,40.65,40.65,40.65,0.17,40.65,88.0,10419.0
2016-04-15,40.11,40.11,40.11,40.11,0.54,40.11,30.0,10419.0
2016-04-18,39.85,39.85,39.85,39.85,0.26,39.85,10.0,10419.0
2016-04-19,40.4,40.4,40.4,40.4,0.55,40.4,71.0,10419.0
2016-04-20,41.05,41.05,41.05,41.05,0.65,41.05,0.0,10439.0
2016-04-21,40.71,40.71,40.71,40.71,0.34,40.71,177.0,10439.0
2016-04-22,40.87,40.87,40.87,40.87,0.16,40.87,15.0,10439.0
2016-04-25,40.61,40.61,40.61,40.61,0.26,40.61,85.0,10424.0
2016-04-26,40.88,40.88,40.88,40.88,0.27,40.88,60.0,10424.0
2016-04-27,41.06,41.06,41.06,41.06,0.18,41.06,0.0,10424.0
2016-04-28,41.13,41.13,41.13,41.13,0.07,41.13,10.0,10424.0
2016-04-29,41.12,41.12,41.12,41.12,0.01,41.12,0.0,10424.0
2016-05-02,44.98,44.98,44.98,44.98,1.16,44.98,1002.0,12154.0
2016-05-03,43.92,43.92,43.92,43.92,1.06,43.92,0.0,11374.0
2016-05-04,,,,,0.08,44.0,162.0,11374.0
2016-05-05,,,,,0.45,44.45,197.0,11536.0
2016-05-06,,,,,0.3,44.75,0.0,11568.0
2016-05-09,43.8,43.8,43.8,43.8,0.95,43.8,340.0,11568.0
2016-05-10,,,,,0.9,44.7,10.0,11796.0
2016-05-11,,,,,1.07,45.77,673.0,11786.0
2016-05-12,,,,,0.28,46.05,158.0,11129.0
2016-05-13,,,,,0.29,45.76,0.0,11111.0
2016-05-16,46.55,46.55,46.55,46.55,0.79,46.55,150.0,11111.0
2016-05-17,,,,,0.28,46.83,0.0,11111.0
2016-05-18,,,,,0.08,46.75,67.0,11111.0
2016-05-19,,,,,0.04,46.71,36.0,11111.0
2016-05-20,,,,,0.09,46.62,37.0,11111.0
2016-05-23,46.53,46.53,46.53,46.53,0.09,46.53,0.0,11074.0
2016-05-24,46.65,46.65,46.65,46.65,0.12,46.65,0.0,11074.0
2016-05-25,46.83,46.83,46.83,46.83,0.18,46.83,80.0,11074.0
2016-05-26,46.82,46.82,46.82,46.82,0.01,46.82,30.0,11074.0
2016-05-27,46.81,46.81,46.81,46.81,0.01,46.81,0.0,11044.0
2016-05-31,46.8,46.8,46.8,46.8,0.01,46.8,0.0,11044.0
2016-06-01,,,,,0.08,49.16,1313.0,12521.0
2016-06-02,,,,,0.16,49.32,25.0,12696.0
2016-06-03,,,,,0.5,48.82,0.0,12696.0
2016-06-06,49.74,49.74,49.74,49.74,0.92,49.74,0.0,12696.0
2016-06-07,,,,,0.57,50.31,151.0,12696.0
2016-06-08,,,,,0.69,51.0,113.0,12545.0
2016-06-09,,,,,0.47,50.53,270.0,12432.0
2016-06-10,,,,,1.02,49.51,32.0,12162.0
2016-06-13,49.39,49.39,49.39,49.39,0.12,49.39,25.0,12130.0
2016-06-14,,,,,0.26,49.13,0.0,12105.0
2016-06-15,,,,,0.28,48.85,77.0,12105.0
2016-06-16,,,,,0.89,47.96,25.0,12168.0
2016-06-17,,,,,0.82,48.78,30.0,12143.0
2016-06-20,49.35,49.35,49.35,49.35,0.57,49.35,502.0,12173.0
2016-06-21,,,,,0.06,49.29,197.0,11715.0
2016-06-22,,,,,0.23,49.06,20.0,11546.0
2016-06-23,,,,,0.27,49.33,0.0,11526.0
2016-06-24,48.77,48.77,48.77,48.77,0.56,48.77,16.0,11526.0
2016-06-27,48.53,48.53,48.53,48.53,0.24,48.53,0.0,11542.0
2016-06-28,48.74,48.74,48.74,48.74,0.21,48.74,0.0,11542.0
2016-06-29,48.92,48.92,48.92,48.92,0.18,48.92,0.0,11542.0
2016-06-30,48.85,48.85,48.85,48.85,0.07,48.85,0.0,11542.0
2016-07-01,49.22,49.22,49.22,49.22,0.65,49.22,117.0,9464.0
2016-07-05,46.96,46.96,46.96,46.96,2.26,46.96,113.0,9425.0
2016-07-06,,,,,0.76,47.72,0.0,9312.0
2016-07-07,,,,,1.95,45.77,194.0,9312.0
2016-07-08,,,,,0.21,45.98,51.0,9118.0
2016-07-11,45.51,45.51,45.51,45.51,0.47,45.51,0.0,9067.0
2016-07-12,,,,,1.44,46.95,363.0,9067.0
2016-07-13,,,,,1.36,45.59,70.0,8788.0
2016-07-14,,,,,0.57,46.16,0.0,8788.0
2016-07-15,,,,,0.14,46.3,46.0,8788.0
2016-07-18,45.94,45.94,45.94,45.94,0.36,45.94,0.0,8788.0
2016-07-19,,,,,0.23,45.71,78.0,8788.0
2016-07-20,,,,,0.12,45.83,424.0,8788.0
2016-07-21,,,,,0.35,45.48,304.0,8688.0
2016-07-22,,,,,0.17,45.31,533.0,8679.0
2016-07-25,45.05,45.05,45.05,45.05,0.26,45.05,6.0,9079.0
2016-07-26,45.0,45.0,45.0,45.0,0.05,45.0,0.0,9079.0
2016-07-27,44.85,44.85,44.85,44.85,0.15,44.85,7.0,9079.0
2016-07-28,44.78,44.78,44.78,44.78,0.07,44.78,47.0,9079.0
2016-07-29,44.8,44.8,44.8,44.8,0.02,44.8,0.0,9079.0
2016-08-01,40.3,40.3,40.3,40.3,1.52,40.3,546.0,8393.0
2016-08-02,,,,,0.53,39.77,490.0,8638.0
2016-08-03,,,,,1.2,40.97,14.0,8663.0
2016-08-04,,,,,0.96,41.93,85.0,8663.0
2016-08-05,,,,,0.11,41.82,71.0,8618.0
2016-08-08,42.77,42.77,42.77,42.77,0.95,42.77,230.0,8618.0
2016-08-09,,,,,0.19,42.58,172.0,8534.0
2016-08-10,,,,,0.73,41.85,135.0,8624.0
2016-08-11,,,,,1.16,43.01,300.0,8759.0
2016-08-12,,,,,0.59,43.6,88.0,8859.0
2016-08-15,44.3,44.3,44.3,44.3,0.7,44.3,119.0,8922.0
2016-08-16,,,,,0.43,44.73,182.0,9041.0
2016-08-17,,,,,0.13,44.86,90.0,9103.0
2016-08-18,,,,,0.6,45.46,97.0,9103.0
2016-08-19,,,,,0.09,45.55,11.0,9165.0
2016-08-22,44.97,44.97,44.97,44.97,0.58,44.97,50.0,9170.0
2016-08-23,,,,,0.21,45.18,75.0,9220.0
2016-08-24,,,,,0.34,44.84,0.0,9271.0
2016-08-25,,,,,0.12,44.96,82.0,9271.0
2016-08-26,45.01,45.01,45.01,45.01,0.05,45.01,38.0,9353.0
2016-08-29,44.93,44.93,44.93,44.93,0.08,44.93,60.0,9318.0
2016-08-30,44.87,44.87,44.87,44.87,0.06,44.87,0.0,9258.0
2016-08-31,44.8,44.8,44.8,44.8,0.07,44.8,0.0,9258.0
2016-09-01,43.38,43.38,43.38,43.38,1.55,43.38,1353.0,11237.0
2016-09-02,44.61,44.61,44.61,44.61,1.23,44.61,94.0,10186.0
2016-09-06,44.97,44.97,44.97,44.97,0.36,44.97,860.0,10186.0
2016-09-07,,,,,0.58,45.55,586.0,9567.0
2016-09-08,,,,,1.72,47.27,335.0,9138.0
2016-09-09,,,,,1.35,45.92,48.0,9177.0
2016-09-12,46.2,46.2,46.2,46.2,0.28,46.2,0.0,9129.0
2016-09-13,,,,,0.92,45.28,110.0,9129.0
2016-09-14,,,,,0.82,44.46,75.0,9129.0
2016-09-15,,,,,0.21,44.67,63.0,9104.0
2016-09-16,,,,,0.47,44.2,75.0,9167.0
2016-09-19,44.32,44.32,44.32,44.32,0.12,44.32,0.0,9197.0
2016-09-20,,,,,0.07,44.39,12.0,9197.0
2016-09-21,,,,,0.5,44.89,109.0,9197.0
2016-09-22,,,,,0.32,45.21,63.0,9306.0
2016-09-23,,,,,0.52,44.69,29.0,9306.0
2016-09-26,45.03,45.03,45.03,45.03,0.34,45.03,9.0,9321.0
2016-09-27,44.79,44.79,44.79,44.79,0.24,44.79,630.0,9312.0
2016-09-28,45.13,45.13,45.13,45.13,0.34,45.13,27.0,9627.0
2016-09-29,45.21,45.21,45.21,45.21,0.08,45.21,0.0,9654.0
2016-09-30,45.23,45.23,45.23,45.23,0.02,45.23,0.0,9654.0
2016-10-03,49.01,49.01,49.01,49.01,0.58,49.01,442.0,10615.0
2016-10-04,,,,,0.11,48.9,170.0,10622.0
2016-10-05,,,,,1.01,49.91,116.0,10507.0
2016-10-06,,,,,0.52,50.43,734.0,10507.0
2016-10-07,,,,,0.5,49.93,51.0,10006.0
2016-10-10,51.09,51.09,51.09,51.09,1.16,51.09,80.0,10005.0
2016-10-11,,,,,0.43,50.66,0.0,10005.0
2016-10-12,,,,,0.4,50.26,157.0,10005.0
2016-10-13,,,,,0.14,50.4,72.0,9917.0
2016-10-14,,,,,0.05,50.35,117.0,9885.0
2016-10-17,50.14,50.14,50.14,50.14,0.21,50.14,0.0,9842.0
2016-10-18,,,,,0.14,50.28,80.0,9842.0
2016-10-19,,,,,0.52,50.8,128.0,9842.0
2016-10-20,,,,,0.45,50.35,77.0,9955.0
2016-10-21,,,,,0.07,50.42,211.0,10032.0
2016-10-24,50.33,50.33,50.33,50.33,0.09,50.33,15.0,9902.0
2016-10-25,,,,,0.13,50.2,0.0,9905.0
2016-10-26,50.05,50.05,50.05,50.05,0.15,50.05,24.0,9905.0
2016-10-27,50.12,50.12,50.12,50.12,0.07,50.12,25.0,9905.0
2016-10-28,50.03,50.03,50.03,50.03,0.09,50.03,65.0,9930.0
2016-10-31,49.94,49.94,49.94,49.94,0.09,49.94,0.0,9930.0
2016-11-01,,,,,0.2,46.83,689.0,9451.0
2016-11-02,,,,,1.26,45.57,942.0,9482.0
2016-11-03,,,,,0.61,44.96,250.0,9549.0
2016-11-04,,,,,0.51,44.45,172.0,9499.0
2016-11-07,45.11,45.11,45.11,45.11,0.66,45.11,22.0,9571.0
2016-11-08,,,,,0.08,45.19,479.0,9593.0
2016-11-09,,,,,0.22,45.41,333.0,9422.0
2016-11-10,,,,,0.39,45.02,200.0,9510.0
2016-11-11,,,,,0.77,44.25,128.0,9410.0
2016-11-14,44.17,44.17,44.17,44.17,0.08,44.17,106.0,9488.0
2016-11-15,,,,,1.29,45.46,330.0,9382.0
2016-11-16,,,,,0.13,45.33,175.0,9687.0
2016-11-17,45.28,45.28,45.28,45.28,0.05,45.28,90.0,9862.0
2016-11-18,45.41,45.41,45.41,45.41,0.13,45.41,0.0,9812.0
2016-11-21,46.03,46.03,46.03,46.03,0.62,46.03,60.0,9812.0
2016-11-22,45.97,45.97,45.97,45.97,0.06,45.97,71.0,9812.0
2016-11-23,45.96,45.96,45.96,45.96,0.01,45.96,0.0,9853.0
2016-11-25,45.59,45.59,45.59,45.59,0.37,45.59,0.0,9853.0
2016-11-28,45.74,45.74,45.74,45.74,0.15,45.74,81.0,9853.0
2016-11-29,45.56,45.56,45.56,45.56,0.18,45.56,15.0,9934.0
2016-11-30,45.76,45.76,45.76,45.76,0.2,45.76,0.0,9934.0
2016-12-01,,,,,1.62,51.36,159.0,11033.0
2016-12-02,,,,,0.61,51.97,145.0,11052.0
2016-12-05,52.1,52.1,52.1,52.1,0.13,52.1,300.0,10907.0
2016-12-06,,,,,0.74,51.36,19.0,10844.0
2016-12-07,,,,,0.9,50.46,369.0,10834.0
2016-12-08,,,,,0.78,51.24,398.0,10753.0
2016-12-09,,,,,0.43,51.67,225.0,10645.0
2016-12-12,52.55,52.55,52.55,52.55,0.88,52.55,230.0,10645.0
2016-12-13,,,,,0.11,52.66,160.0,10475.0
2016-12-14,,,,,1.08,51.58,0.0,10475.0
2016-12-15,,,,,0.07,51.51,157.0,10475.0
2016-12-16,,,,,0.47,51.98,287.0,10508.0
2016-12-19,52.04,52.04,52.04,52.04,0.06,52.04,7.0,10580.0
2016-12-20,52.13,52.13,52.13,52.13,0.09,52.13,28.0,10587.0
2016-12-21,51.86,51.86,51.86,51.86,0.27,51.86,140.0,10587.0
2016-12-22,51.99,51.99,51.99,51.99,0.13,51.99,100.0,10524.0
2016-12-23,52.01,52.01,52.01,52.01,0.02,52.01,50.0,10424.0
2016-12-27,52.17,52.17,52.17,52.17,0.16,52.17,15.0,10474.0
2016-12-28,52.2,52.2,52.2,52.2,0.03,52.2,190.0,10489.0
2016-12-29,52.17,52.17,52.17,52.17,0.03,52.17,0.0,10489.0
2016-12-30,52.17,52.17,52.17,52.17,,52.17,0.0,10489.0
2017-01-03,52.67,52.67,52.67,52.67,1.38,52.67,176.0,8941.0
2017-01-04,,,,,0.88,53.55,68.0,8994.0
2017-01-05,,,,,0.44,53.99,500.0,9057.0
2017-01-06,,,,,0.18,54.17,699.0,8771.0
