date,VIX,Gold,T-Bonds,Junk Bonds,Oil
2016-10-10,1656.0,120.16,28.21,110.46,15.38
2016-10-11,1835.0,119.55,28.0,109.83,15.24
2016-10-12,1844.0,119.74,27.85,109.74,15.04
2016-10-13,1956.0,120.03,27.98,109.59,15.11
2016-10-14,1915.0,119.36,27.78,109.74,15.1
2016-10-17,1897.0,119.68,27.9,109.71,14.97
2016-10-18,1745.0,120.42,27.93,110.07,15.04
2016-10-19,1668.0,121.11,28.02,110.43,15.26
2016-10-20,1624.0,120.74,27.89,110.4,14.94
2016-10-21,1558.0,120.83,27.79,110.52,15.07
2016-10-24,1446.0,120.56,27.8,110.61,15.02
2016-10-25,1471.0,121.47,27.81,110.55,14.77
2016-10-26,1541.0,120.79,27.71,110.04,14.58
2016-10-27,1596.0,121.01,27.53,109.59,14.73
2016-10-28,1729.0,121.58,27.6,109.11,14.52
2016-10-31,1803.0,121.94,27.63,108.78,13.87
2016-11-01,1908.0,122.73,27.74,107.88,13.86
2016-11-02,1994.0,123.64,27.86,107.25,13.49
2016-11-03,2217.0,124.3,27.93,107.28,13.28
2016-11-04,2220.0,124.39,28.0,107.46,13.07
2016-11-07,1652.0,122.15,27.82,108.87,13.27
2016-11-08,1550.0,121.64,27.76,108.69,13.1
2016-11-09,1470.0,121.56,27.47,107.97,13.39
2016-11-10,1534.0,119.75,27.05,106.44,13.08
2016-11-11,1476.0,117.1,26.89,105.39,12.77
2016-11-14,1462.0,116.11,26.6,106.17,12.82
2016-11-15,1335.0,117.12,26.65,107.58,13.46
2016-11-16,1350.0,116.77,26.56,107.16,13.3
2016-11-17,1271.0,116.17,26.4,106.92,13.18
2016-11-18,1257.0,115.15,26.19,106.86,13.41
2016-11-21,1143.0,115.58,26.27,107.76,14.04
2016-11-22,1164.0,115.54,26.3,108.57,13.98
2016-11-23,1165.0,113.25,26.08,108.09,14.0
2016-11-25,1153.0,112.61,26.08,108.27,13.59
2016-11-28,1173.0,113.8,26.24,108.36,13.71
2016-11-29,1158.0,113.27,26.34,108.15,13.24
2016-11-30,1151.0,111.75,26.05,108.36,14.44
2016-12-01,1243.0,111.54,26.15,107.4,15.01
2016-12-02,1245.0,112.14,26.28,108.03,15.18
2016-12-05,1083.0,111.54,26.33,108.36,15.17
2016-12-06,1007.0,111.43,26.25,108.78,15.01
2016-12-07,1012.0,111.83,26.38,109.47,14.82
2016-12-08,1015.0,111.57,26.12,109.38,15.07
2016-12-09,996.0,110.4,25.92,109.38,15.21
2016-12-12,1012.0,110.82,26.12,109.26,15.46
2016-12-13,1028.0,110.45,26.14,109.59,15.55
2016-12-14,1020.0,108.83,25.86,108.66,15.05
2016-12-15,992.0,107.34,25.65,108.78,15.16
2016-12-16,966.0,108.05,25.6,108.87,15.46
2016-12-19,899.0,108.59,25.62,109.26,15.3
2016-12-20,865.0,107.79,25.59,109.32,15.48
2016-12-21,837.0,107.85,25.71,109.56,15.27
2016-12-22,865.0,107.59,25.64,109.71,15.33
2016-12-23,855.0,107.93,25.71,109.98,15.45
2016-12-27,830.0,108.56,25.76,109.71,15.68
2016-12-28,888.0,108.86,25.76,109.05,15.73
2016-12-29,915.0,110.29,25.93,109.2,15.69
2016-12-30,952.0,109.61,25.98,109.35,15.68
2017-01-03,817.0,110.47,25.66,109.89,15.39
2017-01-04,732.0,110.86,25.74,110.37,15.54
2017-01-05,727.0,112.58,26.03,110.19,15.69
2017-01-06,708.0,111.75,25.85,110.22,15.69
2017-01-09,705.0,112.67,25.89,110.25,15.15
2017-01-10,692.0,113.15,25.91,110.31,14.82
2017-01-11,665.0,113.5,25.95,110.28,15.24
2017-01-12,665.0,113.91,26.09,110.31,15.48
2017-01-13,667.0,114.21,26.18,110.34,15.36
2017-01-17,664.0,115.85,26.38,110.28,15.31
2017-01-18,657.0,114.87,26.07,110.34,14.97
2017-01-19,672.0,114.77,26.03,110.04,14.99
2017-01-20,621.0,115.05,26.05,110.25,15.32
2017-01-23,610.0,115.79,26.3,110.28,15.26
2017-01-24,552.0,115.27,26.24,110.52,15.25
2017-01-25,526.0,114.32,26.24,110.85,15.2
2017-01-26,532.0,113.26,26.06,110.91,15.47
2017-01-27,521.0,113.49,26.05,111.0,15.23
2017-01-30,549.0,113.97,26.1,110.76,15.16
2017-01-31,544.0,115.55,26.36,110.73,15.24
2017-02-01,524.0,115.2,26.32,110.46,15.48
2017-02-02,533.0,115.84,26.36,110.4,15.55
2017-02-03,510.0,116.13,26.31,110.64,15.56
2017-02-06,511.0,117.7,26.41,110.46,15.29
2017-02-07,517.0,117.46,26.24,110.4,15.1
2017-02-08,513.0,118.19,26.35,110.37,15.09
2017-02-09,492.0,117.29,26.23,110.61,15.23
2017-02-10,476.0,117.6,26.24,110.7,15.51
2017-02-13,445.0,116.8,26.14,110.82,15.21
2017-02-14,407.0,116.93,26.11,110.97,15.29
2017-02-15,432.0,117.45,26.12,110.94,15.24
2017-02-16,436.0,118.08,26.28,110.82,15.24
2017-02-17,440.0,117.68,26.18,110.88,15.26
2017-02-21,450.0,117.75,26.16,111.3,15.44
2017-02-22,454.0,117.91,26.2,111.33,15.23
2017-02-23,478.0,118.94,26.34,111.45,15.42
2017-02-24,467.0,119.7,26.42,111.45,15.33
2017-02-27,460.0,119.12,26.39,111.63,15.35
2017-02-28,485.0,119.23,26.44,111.66,15.38
2017-03-01,464.0,119.06,26.18,111.54,15.32
2017-03-02,466.0,117.58,26.01,111.27,14.99
2017-03-03,440.0,117.51,26.13,111.27,15.19
2017-03-06,423.0,116.72,26.13,110.79,15.24
2017-03-07,422.0,115.78,26.1,110.13,15.2
2017-03-08,428.0,115.06,25.97,109.32,14.46
2017-03-09,424.0,114.47,25.84,108.99,14.3
2017-03-10,413.0,114.72,26.0,108.99,13.98
2017-03-13,395.0,114.74,25.98,109.17,13.98
2017-03-14,409.0,114.12,25.93,108.75,13.92
2017-03-15,378.0,116.25,26.33,110.25,14.12
2017-03-16,362.8,116.73,26.31,109.92,14.09
2017-03-17,353.5,116.99,26.45,109.89,14.07
2017-03-20,354.1,117.56,26.45,109.78,14.04
2017-03-21,380.7,118.54,26.57,108.9,13.86
2017-03-22,384.9,118.83,26.7,109.29,13.81
2017-03-23,411.0,118.67,26.66,109.14,13.72
2017-03-24,395.6,118.86,26.7,109.62,13.82
2017-03-27,379.4,119.53,26.82,109.41,13.8
2017-03-28,339.0,119.04,26.72,110.19,13.91
2017-03-29,336.2,119.33,26.78,110.31,14.2
2017-03-30,338.4,118.47,26.56,110.88,14.38
2017-03-31,350.8,118.72,26.64,110.79,14.52
2017-04-03,353.9,119.35,26.72,110.25,14.38
2017-04-04,344.8,119.62,26.69,110.28,14.66
2017-04-05,367.4,119.62,26.73,110.13,14.65
2017-04-06,354.0,119.18,26.64,110.28,14.85
2017-04-07,379.2,119.46,26.54,110.28,14.94
2017-04-10,406.8,119.46,26.62,110.49,15.15
2017-04-11,443.5,121.19,26.69,110.28,15.17
2017-04-12,448.0,122.02,26.83,110.37,15.07
2017-04-13,464.9,122.6,26.82,110.1,15.09
2017-04-17,418.4,122.24,26.92,110.46,14.99
2017-04-18,410.0,122.82,27.1,110.43,14.91
2017-04-19,431.0,121.73,27.04,110.37,14.36
2017-04-20,408.8,121.96,26.95,110.7,14.32
2017-04-21,412.1,122.31,26.97,110.61,14.05
2017-04-24,324.2,121.48,27.11,111.12,13.97
2017-04-25,308.8,120.25,27.04,111.36,14.16
2017-04-26,314.7,120.84,26.92,111.24,13.98
2017-04-27,308.6,120.39,26.97,111.39,13.96
2017-04-28,309.1,120.77,27.02,111.42,13.9
2017-05-01,284.7,119.67,27.02,110.88,13.81
2017-05-02,286.0,119.65,26.99,111.06,13.53
2017-05-03,297.6,117.98,26.92,111.15,13.6
2017-05-04,282.7,116.79,26.99,110.49,12.96
2017-05-05,285.9,117.01,27.03,110.79,13.22
2017-05-08,271.3,116.75,26.87,110.91,13.25
2017-05-09,270.0,116.05,26.67,110.82,13.09
2017-05-10,271.8,116.04,26.65,111.24,13.49
2017-05-11,270.5,116.5,26.64,111.24,13.61
2017-05-12,269.9,116.83,26.86,111.27,13.65
2017-05-15,258.5,117.14,26.89,111.54,13.93
2017-05-16,252.9,117.65,27.05,111.66,13.83
2017-05-17,343.7,119.79,27.31,111.12,13.99
2017-05-18,329.2,118.81,27.29,111.27,14.08
2017-05-19,281.7,119.4,27.46,111.54,14.36
2017-05-22,256.0,119.9,27.49,111.84,14.43
2017-05-23,254.9,119.14,27.41,111.87,14.55
2017-05-24,242.1,119.61,27.48,112.05,14.49
2017-05-25,246.5,119.48,27.48,111.93,13.77
2017-05-26,238.2,120.54,27.47,111.99,14.03
2017-05-30,235.3,120.14,27.54,112.2,13.94
2017-05-31,238.6,120.62,27.54,112.17,13.54
2017-06-01,227.7,120.72,27.54,111.78,13.43
2017-06-02,228.5,121.61,27.73,111.84,13.37
2017-06-05,230.6,121.73,27.69,111.78,13.22
2017-06-06,240.9,123.1,27.84,111.63,13.4
2017-06-07,235.6,122.45,27.72,111.39,12.87
2017-06-08,225.3,121.65,27.7,111.45,12.79
2017-06-09,230.7,120.54,27.59,111.39,12.9
2017-06-12,236.6,120.36,27.67,111.69,12.9
2017-06-13,220.8,120.48,27.7,111.84,13.02
2017-06-14,218.5,119.82,27.82,111.78,12.56
2017-06-15,223.6,119.32,27.63,111.51,12.53
2017-06-16,219.5,119.34,27.7,111.21,12.65
2017-06-19,206.0,118.43,27.53,111.63,12.54
2017-06-20,217.2,118.18,27.49,111.3,12.29
2017-06-21,213.4,118.52,27.55,110.61,11.93
2017-06-22,209.4,118.92,27.62,110.88,12.07
2017-06-23,205.1,119.43,27.64,111.3,12.2
2017-06-26,196.3,118.36,27.58,111.45,12.28
2017-06-27,208.4,118.81,27.6,111.18,12.49
2017-06-28,197.1,118.9,27.71,111.57,12.66
2017-06-29,216.2,118.32,27.69,111.36,12.65
2017-06-30,211.2,118.02,27.63,111.6,13.0
2017-07-03,216.8,116.09,27.47,111.03,13.13
2017-07-05,216.2,116.52,27.45,110.88,12.67
2017-07-06,237.8,116.47,27.38,110.61,12.72
2017-07-07,221.7,115.28,27.31,110.49,12.44
2017-07-10,210.9,115.47,27.31,110.7,12.46
2017-07-11,209.5,115.62,27.41,110.64,12.66
2017-07-12,198.2,116.03,27.54,111.27,12.67
2017-07-13,193.7,115.82,27.56,111.36,12.88
2017-07-14,186.7,116.77,27.66,111.57,13.02
2017-07-17,177.6,117.29,27.7,111.63,12.86
2017-07-18,173.3,118.11,27.98,111.78,13.0
2017-07-19,169.0,118.08,27.92,111.96,13.2
2017-07-20,166.0,118.24,28.06,112.08,13.08
2017-07-21,163.1,119.26,28.15,111.96,12.76
2017-07-24,156.9,119.31,28.16,112.08,12.93
2017-07-25,158.7,118.92,28.02,112.11,13.32
2017-07-26,159.3,119.88,28.21,112.26,13.5
2017-07-27,161.6,119.79,28.16,112.23,13.64
2017-07-28,165.0,120.69,28.3,112.23,13.8
2017-07-31,162.7,120.75,28.44,112.2,13.95
2017-08-01,158.2,120.65,28.46,111.9,13.72
2017-08-02,160.0,120.4,28.44,111.9,13.84
2017-08-03,164.4,120.59,28.55,111.63,13.75
2017-08-04,162.6,119.65,28.29,111.66,13.84
2017-08-07,158.9,119.51,28.36,111.63,13.82
2017-08-08,167.3,119.86,28.31,111.3,13.75
2017-08-09,175.5,121.31,28.33,110.82,13.94
2017-08-10,222.5,122.21,28.4,110.04,13.68
2017-08-11,234.4,122.79,28.53,110.31,13.76
2017-08-14,172.9,121.92,28.45,110.79,13.39
2017-08-15,170.5,120.98,28.28,110.91,13.45
2017-08-16,168.7,121.87,28.36,110.91,13.31
2017-08-17,222.8,122.49,28.37,110.34,13.48
2017-08-18,212.5,122.3,28.47,110.43,13.97
2017-08-21,195.4,122.76,28.55,110.55,13.66
2017-08-22,167.9,122.21,28.4,111.06,13.74
2017-08-23,169.9,122.67,28.48,111.0,13.9
2017-08-24,179.0,122.29,28.44,111.15,13.8
2017-08-25,169.0,122.74,28.62,111.39,13.8
2017-08-28,166.6,124.69,28.72,111.39,13.72
2017-08-29,170.1,124.42,28.72,111.27,13.74
2017-08-30,168.4,124.36,28.51,111.51,13.46
2017-08-31,159.7,125.82,28.65,111.78,14.05
2017-09-01,159.1,126.06,28.5,111.33,14.04
2017-09-05,175.2,127.46,28.73,111.18,14.14
2017-09-06,167.6,126.81,28.76,111.09,14.44
2017-09-07,167.0,128.13,28.97,111.12,14.51
2017-09-08,172.8,127.97,29.01,110.79,14.3
2017-09-11,155.8,126.19,28.8,111.15,14.3
2017-09-12,148.1,126.56,28.66,111.3,14.46
2017-09-13,137.1,125.61,28.51,111.24,14.69
2017-09-14,140.4,126.16,28.55,111.48,14.69
2017-09-15,136.0,125.53,28.59,111.51,14.78
2017-09-18,124.0,124.36,28.49,111.48,14.75
2017-09-19,123.9,124.62,28.55,111.66,14.7
2017-09-20,124.5,123.62,28.36,111.63,14.95
2017-09-21,124.4,122.68,28.35,111.45,15.02
2017-09-22,125.4,123.24,28.45,111.6,15.07
2017-09-25,126.0,124.53,28.41,111.69,15.66
2017-09-26,123.0,123.14,28.27,111.81,15.49
2017-09-27,120.9,121.98,28.06,111.87,15.34
2017-09-28,117.7,122.21,28.09,111.87,15.31
2017-09-29,113.3,121.58,28.09,111.96,15.16
2017-10-02,108.4,120.77,27.95,111.51,14.99
2017-10-03,107.6,120.83,27.95,111.72,14.97
2017-10-04,108.4,121.17,28.0,111.54,14.91
2017-10-05,100.9,120.52,27.86,111.69,15.25
2017-10-06,101.2,121.09,27.91,111.54,14.86
2017-10-09,105.0,122.08,27.93,111.63,14.88
2017-10-10,100.6,122.4,28.06,111.72,15.13
2017-10-11,96.4,122.79,28.12,111.57,15.21
2017-10-12,95.1,122.89,28.13,111.48,15.06
2017-10-13,91.5,123.82,28.24,111.54,15.28
2017-10-16,88.3,122.97,28.19,111.57,15.48
2017-10-17,88.6,122.13,28.18,111.75,15.55
2017-10-18,87.8,121.67,28.13,111.81,15.56
2017-10-19,86.7,122.39,28.18,111.87,15.31
2017-10-20,83.2,121.61,27.96,111.96,15.51
2017-10-23,88.6,121.8,27.96,111.84,15.39
2017-10-24,90.7,121.33,27.92,111.93,15.64
2017-10-25,96.4,121.35,27.93,111.57,15.65
2017-10-26,95.8,120.33,27.73,111.42,15.9
2017-10-27,85.3,120.9,27.72,111.69,16.15
2017-10-30,86.7,121.13,27.84,111.66,16.27
2017-10-31,83.7,120.67,27.85,111.72,16.35
2017-11-01,84.6,121.11,27.77,111.12,16.26
2017-11-02,82.6,121.19,27.82,111.06,16.34
2017-11-03,82.5,120.62,27.8,111.0,16.71
2017-11-06,80.8,121.65,27.86,110.94,17.28
2017-11-07,81.8,121.21,27.78,110.79,17.13
2017-11-08,82.0,121.63,27.88,110.25,17.06
2017-11-09,83.8,122.13,27.86,109.53,17.16
2017-11-10,87.7,121.13,27.93,110.04,17.1
2017-11-13,88.4,121.31,27.88,109.92,16.96
2017-11-14,89.7,121.56,28.0,109.5,16.64
2017-11-15,96.2,121.41,28.06,109.41,16.63
2017-11-16,88.4,121.4,28.12,110.43,16.5
2017-11-17,85.9,122.86,28.24,110.37,16.84
2017-11-20,80.5,121.31,28.14,110.43,16.71
2017-11-21,74.3,121.51,28.26,110.64,16.8
2017-11-22,72.6,122.63,28.38,110.88,16.98
2017-11-24,72.0,122.32,28.41,110.97,17.08
2017-11-27,72.0,122.83,28.53,110.7,17.07
2017-11-28,70.2,122.81,28.44,111.0,17.03
2017-11-29,73.1,122.04,28.37,110.85,16.88
2017-11-30,73.4,121.1,28.41,110.82,16.88
2017-12-01,77.7,121.59,28.55,110.25,17.18
2017-12-04,76.3,121.18,28.45,110.19,16.83
2017-12-05,75.7,120.32,28.38,110.25,16.97
2017-12-06,75.5,120.07,28.33,110.13,16.51
2017-12-07,70.8,118.49,28.28,110.22,16.73
2017-12-08,66.2,118.48,28.2,110.28,17.1
2017-12-11,61.7,118.01,28.21,110.34,17.43
2017-12-12,61.9,118.15,28.16,110.34,17.14
2017-12-13,61.3,119.17,28.34,110.34,16.85
2017-12-14,60.9,118.93,28.34,110.07,17.09
2017-12-15,56.7,119.18,28.28,110.1,17.04
2017-12-18,55.2,119.73,28.34,110.22,17.07
2017-12-19,55.6,119.82,28.26,109.53,17.23
2017-12-20,55.3,120.14,28.23,109.65,17.42
2017-12-21,54.5,120.31,28.16,109.68,17.48
2017-12-22,54.8,120.94,28.22,109.89,17.56
2017-12-26,55.0,121.77,28.22,110.04,18.0
2017-12-27,55.4,122.23,28.34,110.07,17.92
2017-12-28,53.8,122.85,28.33,109.98,18.0
2017-12-29,55.4,123.65,28.43,110.16,18.1
2018-01-02,51.7,125.15,28.59,110.28,18.1
2018-01-03,49.5,124.82,28.47,110.82,18.45
2018-01-04,49.2,125.46,28.55,110.97,18.48
2018-01-05,49.3,125.33,28.53,111.09,18.42
2018-01-08,47.8,125.31,28.49,110.97,18.46
2018-01-09,49.0,124.73,28.4,110.7,18.7
2018-01-10,47.9,125.03,28.56,110.49,18.79
2018-01-11,47.3,125.44,28.6,110.76,18.81
2018-01-12,47.4,126.96,28.8,110.58,18.97
2018-01-16,53.4,127.17,28.9,110.61,18.84
2018-01-17,50.9,126.14,28.89,110.52,18.83
2018-01-18,51.5,125.86,28.87,110.43,18.81
2018-01-19,51.1,126.42,28.9,110.46,18.71
2018-01-22,48.8,126.65,28.94,110.55,18.82
2018-01-23,50.5,127.28,29.0,110.88,19.07
2018-01-24,53.1,128.83,29.26,110.79,19.24
2018-01-25,54.9,127.97,29.3,110.67,19.06
2018-01-26,54.3,128.07,29.32,110.76,19.15
2018-01-29,62.0,127.35,29.25,110.4,18.89
2018-01-30,65.8,126.8,29.13,109.92,18.7
2018-01-31,63.0,127.65,29.26,110.1,18.84
2018-02-01,58.9,128.07,29.3,109.35,19.1
2018-02-02,75.0,126.39,29.09,108.81,18.7
2018-02-05,126.0,126.71,29.09,108.12,18.41
2018-02-06,74.6,125.38,29.11,108.69,18.3
2018-02-07,90.9,124.79,28.88,108.27,17.9
2018-02-08,135.0,124.98,28.82,107.49,17.53
2018-02-09,113.0,124.77,28.74,107.04,17.17
2018-02-12,104.1,125.37,28.91,107.76,17.15
2018-02-13,103.8,126.08,29.04,107.46,17.18
2018-02-14,81.2,128.23,29.26,107.64,17.6
2018-02-15,77.8,128.38,29.38,108.42,17.64
2018-02-16,79.5,127.96,29.25,108.96,17.76
2018-02-20,86.3,126.24,29.05,108.57,17.83
2018-02-21,88.2,125.66,28.92,108.15,17.77
2018-02-22,86.2,126.3,29.12,108.15,18.12
2018-02-23,73.6,126.14,29.15,108.78,18.42
2018-02-26,68.2,126.45,29.18,109.02,18.52
2018-02-27,79.5,125.13,28.92,108.72,18.26
2018-02-28,86.6,125.0,29.02,108.63,17.75
2018-03-01,99.1,124.72,29.08,107.67,17.67
2018-03-02,90.5,125.39,29.11,108.0,17.74
2018-03-05,82.3,125.18,29.07,107.94,18.01
2018-03-06,83.6,126.53,29.19,108.09,18.06
2018-03-07,81.9,125.72,29.23,107.82,17.75
2018-03-08,76.6,125.42,29.14,107.91,17.56
2018-03-09,66.0,125.54,29.16,108.27,18.02
2018-03-12,70.0,125.54,29.27,108.15,17.86
2018-03-13,72.5,125.78,29.3,107.82,17.75
2018-03-14,75.3,125.7,29.37,107.7,17.8
2018-03-15,71.0,124.9,29.32,107.76,17.89
2018-03-16,68.8,124.6,29.22,107.91,18.17
2018-03-19,80.9,124.87,29.32,107.55,18.18
2018-03-20,77.6,124.31,29.19,107.7,18.49
2018-03-21,76.2,126.48,29.4,107.79,19.09
2018-03-22,95.2,125.98,29.36,107.13,18.84
2018-03-23,105.7,127.61,29.49,106.86,19.26
2018-03-26,90.9,128.28,29.61,107.52,19.16
2018-03-27,104.6,127.49,29.61,107.37,19.03
2018-03-28,109.2,125.73,29.4,107.31,19.02
2018-03-29,94.2,125.79,29.51,107.55,19.14
2018-04-02,112.0,127.26,29.56,106.83,18.72
2018-04-03,103.3,126.3,29.42,107.04,18.8
2018-04-04,99.6,126.45,29.45,107.31,18.84
2018-04-05,93.0,125.8,29.29,107.4,18.88
2018-04-06,103.4,126.39,29.37,107.22,18.5
2018-04-09,103.9,126.82,29.45,107.61,18.92
2018-04-10,99.0,127.12,29.47,108.0,19.64
2018-04-11,100.7,128.11,29.49,108.0,19.86
2018-04-12,93.2,126.62,29.39,108.42,19.89
2018-04-13,86.7,127.45,29.42,108.48,19.99
2018-04-16,78.5,127.63,29.48,108.63,19.74
2018-04-17,69.2,127.75,29.49,108.69,19.74
2018-04-18,69.6,127.85,29.45,108.57,20.37
2018-04-19,71.4,127.6,29.32,108.27,20.32
2018-04-20,74.6,126.63,29.1,107.97,20.35
2018-04-23,73.1,125.62,28.86,107.64,20.69
2018-04-24,80.2,126.23,28.85,107.46,20.38
2018-04-25,81.5,125.41,28.69,107.31,20.38
2018-04-26,74.3,124.97,28.7,107.67,20.59
2018-04-27,71.9,125.5,28.78,107.61,20.5
2018-04-30,71.8,124.59,28.66,107.61,20.75
2018-05-01,69.9,123.71,28.43,107.1,20.4
2018-05-02,68.8,123.65,28.31,107.1,20.36
2018-05-03,71.0,124.28,28.48,107.07,20.54
2018-05-04,67.6,124.54,28.44,107.13,20.88
2018-05-07,66.9,124.57,28.42,107.22,20.98
2018-05-08,66.0,124.59,28.26,107.1,21.06
2018-05-09,61.1,124.33,28.24,107.25,21.52
2018-05-10,55.6,125.18,28.36,107.49,21.54
2018-05-11,54.1,125.0,28.4,107.43,21.46
2018-05-14,50.4,124.49,28.33,107.46,21.84
2018-05-15,56.7,122.48,28.06,106.92,21.79
2018-05-16,52.8,122.29,28.04,107.1,22.08
2018-05-17,50.7,122.36,27.94,107.1,22.13
2018-05-18,51.4,122.41,27.92,106.98,21.92
2018-05-21,48.6,122.48,27.95,107.1,22.14
2018-05-22,49.5,122.41,27.96,107.16,22.14
2018-05-23,47.8,122.54,27.94,107.22,22.22
2018-05-24,47.3,123.59,28.1,107.25,21.96
2018-05-25,48.2,123.21,28.06,107.1,21.28
2018-05-29,58.9,123.19,27.9,106.62,21.03
2018-05-30,53.8,123.37,28.01,107.01,21.71
2018-05-31,54.9,123.1,28.06,106.86,21.63
2018-06-01,50.5,122.49,27.96,106.53,21.33
2018-06-04,47.1,122.37,28.01,106.83,20.99
2018-06-05,46.2,122.85,28.03,107.04,20.87
2018-06-06,42.4,122.92,27.99,107.19,21.14
2018-06-07,43.2,122.86,27.98,107.25,21.52
2018-06-08,42.42,123.01,27.95,107.25,21.29
2018-06-11,41.23,123.23,27.95,107.43,21.28
2018-06-12,40.81,122.82,27.87,107.55,21.12
2018-06-13,41.73,123.19,27.92,107.55,21.36
2018-06-14,39.1,123.38,27.75,107.88,21.16
2018-06-15,39.85,121.34,27.75,107.85,20.43
2018-06-18,38.94,121.11,27.73,107.79,20.97
2018-06-19,42.39,120.8,27.73,107.64,20.93
2018-06-20,40.64,120.26,27.71,107.76,20.72
2018-06-21,45.81,120.05,27.72,107.55,20.4
2018-06-22,43.27,120.34,27.85,107.58,21.16
2018-06-25,56.04,119.89,27.79,107.34,20.9
2018-06-26,51.58,119.26,27.74,107.34,21.37
2018-06-27,57.0,118.58,27.65,107.07,21.62
2018-06-28,55.89,118.22,27.61,106.68,21.71
2018-06-29,52.77,118.65,27.75,106.44,22.18
2018-07-02,53.12,117.46,27.69,105.93,21.66
2018-07-03,53.99,118.65,27.8,105.99,21.64
2018-07-05,50.32,119.05,27.87,106.41,21.78
2018-07-06,45.28,118.86,27.96,106.68,21.62
2018-07-09,40.61,119.15,27.98,106.86,21.93
2018-07-10,39.16,118.93,27.96,106.86,22.12
2018-07-11,41.46,117.64,27.8,106.77,20.75
2018-07-12,38.9,118.13,27.8,107.07,20.87
2018-07-13,38.01,117.61,27.82,107.07,21.02
2018-07-16,37.58,117.55,27.85,106.98,20.16
2018-07-17,36.75,116.28,27.8,107.07,20.19
2018-07-18,36.06,116.31,27.72,107.16,20.44
2018-07-19,37.37,115.81,27.67,107.1,20.34
2018-07-20,37.62,116.56,27.83,107.13,20.45
2018-07-23,37.24,116.0,27.74,107.13,20.56
2018-07-24,36.02,116.04,27.76,107.34,20.64
2018-07-25,35.67,116.68,27.88,107.52,20.88
2018-07-26,35.98,115.77,27.76,107.58,21.06
2018-07-27,37.75,115.83,27.79,107.52,20.98
2018-07-30,39.7,115.65,27.78,107.61,21.13
2018-07-31,37.57,115.99,27.81,107.82,20.82
2018-08-01,36.94,115.14,27.65,107.43,20.33
2018-08-02,36.26,114.52,27.56,107.46,20.6
2018-08-03,35.36,114.92,27.57,107.61,20.56
2018-08-06,32.88,114.33,27.55,107.67,20.65
2018-08-07,31.3,114.59,27.61,107.79,20.88
2018-08-08,30.17,114.91,27.63,107.79,20.27
2018-08-09,31.2,114.74,27.52,107.61,20.18
2018-08-10,33.89,114.69,27.41,107.43,20.44
2018-08-13,37.73,112.96,27.32,107.4,20.41
2018-08-14,34.02,113.07,27.24,107.55,20.37
2018-08-15,38.09,111.19,27.23,107.31,19.83
2018-08-16,34.22,111.1,27.26,107.49,20.0
2018-08-17,32.55,112.13,27.39,107.58,20.11
2018-08-20,31.39,112.69,27.51,107.67,20.25
2018-08-21,32.74,113.02,27.63,107.88,20.35
2018-08-22,31.86,113.27,27.69,107.91,20.96
2018-08-23,31.58,112.2,27.55,107.85,21.0
2018-08-24,31.18,114.16,27.63,108.03,21.22
2018-08-27,31.34,114.59,27.75,108.09,21.41
2018-08-28,31.3,113.68,27.77,108.09,21.32
2018-08-29,31.26,114.2,27.73,108.03,21.7
2018-08-30,32.51,113.64,27.71,107.91,21.72
2018-08-31,31.46,113.51,27.61,108.0,21.7
2018-09-04,31.82,112.93,27.48,107.4,21.72
2018-09-05,32.3,113.32,27.53,107.28,21.59
2018-09-06,34.1,113.54,27.57,107.28,21.43
2018-09-07,35.22,113.23,27.44,107.28,21.53
2018-09-10,33.32,113.15,27.5,107.49,21.63
2018-09-11,31.46,113.22,27.44,107.52,22.14
2018-09-12,30.66,114.17,27.52,107.76,22.27
2018-09-13,28.99,113.76,27.58,107.94,21.9
2018-09-14,27.92,113.02,27.47,108.06,21.85
2018-09-17,29.31,113.61,27.55,107.94,21.8
2018-09-18,29.14,113.44,27.5,107.94,22.09
2018-09-19,27.26,113.88,27.53,107.73,22.15
2018-09-20,26.29,114.27,27.68,107.88,22.0
2018-09-21,26.41,113.49,27.61,107.94,22.01
2018-09-24,26.35,113.47,27.53,107.82,22.72
2018-09-25,26.76,113.65,27.54,107.85,22.85
2018-09-26,27.33,113.05,27.56,107.88,22.73
2018-09-27,26.3,112.05,27.41,108.09,22.9
2018-09-28,26.32,112.76,27.38,108.15,23.32
2018-10-01,25.71,112.57,27.27,107.97,23.94
2018-10-02,25.72,113.87,27.22,107.82,23.81
2018-10-03,25.35,113.42,27.03,107.64,24.21
2018-10-04,28.17,113.48,26.99,107.16,23.84
2018-10-05,29.48,113.8,26.95,106.65,23.67
2018-10-08,29.95,112.54,26.97,106.41,23.62
2018-10-09,30.95,112.6,26.98,106.53,23.94
2018-10-10,41.11,112.88,27.01,105.69,23.28
2018-10-11,48.1,115.78,27.15,105.96,22.56
2018-10-12,40.97,115.23,27.14,106.5,22.7
2018-10-15,42.18,116.0,27.2,106.26,22.73
2018-10-16,36.26,115.8,27.24,106.71,22.9
2018-10-17,37.14,115.79,27.14,106.59,22.63
2018-10-18,41.95,115.92,27.08,106.11,22.35
2018-10-19,41.23,116.01,27.11,106.11,22.51
2018-10-22,41.82,115.71,27.04,106.14,22.58
2018-10-23,45.01,116.39,27.1,106.08,21.55
2018-10-24,52.86,116.66,27.05,105.6,21.38
